Index,Description,Reviews,Price,Discount,Brand,TV_Type,TV_Size,TV_Pixels
178,"Open Box - Insignia 32"" 720p HD LED TV (NS-32D310CA21) - 2020 - Only at Best Buy",1,$179.99,$18,Insignia,LED,32,720p
179,"Open Box - Samsung 43"" 1080p HD LED Tizen Smart TV (UN43N5300AFXZC) - Glossy Black",2,$279.99,$300,Samsung,LED,43,1080p
180,"Toshiba 75"" 4K UHD HDR LED Smart TV (75C350KC) - Fire TV Edition - 2021 - Only at Best Buy",4,$999.99,$64,Toshiba,LED,75,4K
181,"Sony X75K 65"" 4K UHD HDR LED Smart Google TV (KD65X75K) - 2022 - Open Box",0,$679.99,0,Sony,LED,65,4K
182,"TCL 75"" Q-Series 4K UHD HDR QLED Smart Google TV (75Q650G-CA) - 2023",0,"$1,199.99",15.5,TCL 75,LED,75,4K
183,"LG NanoCell 86"" 4K UHD HDR LED webOS Smart TV (86NANO75UQA) - 2022 - Ashed Blue",1,"$1,999.99",$500,LG,LED,86,4K
184,"Samsung The Serif 65"" 4K UHD HDR QLED Tizen Smart TV (QN65LS01BAFXZC) - 2022 - Cloud White",47,"$2,099.99",12.2,Samsung,LED,65,4K
185,"Open Box - Insignia 32"" 1080p FHD LED Smart TV (NS-32F202CA23) - Fire TV Edition - 2022",2,$169.99,15.5,Insignia,LED,32,1080p
186,"Sony X85K 85"" 4K UHD HDR LED Smart Google TV (KD85X85K) - 2022",273,"$2,499.99",$150,Sony,LED,85,4K
187,"Insignia 65"" 4K UHD HDR LCD Smart TV (NS-65DF710CA21) - Fire TV Edition - 2020 - Only at Best Buy",1871,$599.97,15.5,Insignia,LCD,65,4K
188,"Open Box - Samsung 70"" 4K UHD HDR LED Tizen Smart TV (UN70TU7000FXZC) - Titan Grey",0,$799.99,15.5,Samsung,LED,70,4K
189,"Sony BRAVIA XR X95K 75"" 4K UHD HDR Mini-LED Smart Google TV (XR75X95K) - 2022",192,"$4,199.97",$200,Sony,LED,75,4K
190,"Samsung The Serif 43"" 4K UHD HDR QLED Tizen Smart TV (QN43LS01BAFXZC) - 2022 - Cloud White",48,"$1,099.99",$500,Samsung,LED,43,4K
191,"Samsung The Terrace 55"" 4K UHD HDR QLED Tizen Outdoor Smart TV (QN55LST7TAFXZC) - Titan Black",4,"$3,499.99",$300,Samsung,LED,55,4K
192,"Samsung 85"" 4K UHD HDR Neo QLED Tizen Smart TV (QN85QN90CAFXZC) - 2023 - Titan Black",5,"$5,999.99",0,Samsung,LED,85,4K
193,"TCL 3-Series 32"" 1080p HD LED Smart Google TV (32S356-CA) - 2022",3,$199.99,$55,TCL,LED,32,1080p
194,"Sony X80K 65"" 4K UHD HDR LED Smart Google TV (KD65X80K) - 2022 - Open Box",4,$879.99,$500,Sony,LED,65,4K
195,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q80BAFXZC) - Titan Black",132,"$1,999.97",$25,Samsung,LED,75,4K
196,"Open Box - Samsung 43"" 4K UHD HDR LED Tizen Smart TV (UN43AU8000FXZC) - 2021",2,$399.99,0,Samsung,LED,43,4K
197,"TCL 4-Series 75"" 4K UHD LED Direct Lit Roku OS Smart TV (75S45-CA) - 2022",161,$899.99,12.2,TCL,LED,75,4K
198,"Insignia 32"" 1080p FHD LED Smart TV (NS-32F202CA23) - Fire TV Edition - 2022 - Only at Best Buy",317,$349.99,15.5,Insignia,LED,32,1080p
199,"Samsung 85"" 4K UHD HDR QLED Smart TV (QN85Q60CAFXZC) - 2023 - Titan Grey",94,"$2,899.99",15.5,Samsung,LED,85,4K
200,"Samsung 50"" 4K UHD HDR LED Tizen Smart TV (UN50CU8000FXZC) - 2023",60,$749.99,$200,Samsung,LED,50,4K
201,"Refurbished (Good) - Onn. 55"" Class 4K UHD HDR Roku Smart LED TV (100012586)",0,$299.99,0,onn,LED,55,4K
202,"TCL 6-Series 65"" 4K UHD HDR QLED Mini-LED Smart Google TV (65R646-CA) - 2021",707,"$1,299.99",15.5,TCL,LED,65,4K
203,"Samsung 65"" 8K UHD Neo QLED Tizen Smart TV (QN65QN800BFXZC) - Stainless Steel",72,"$3,199.95",$59,Samsung,LED,65,8K
204,"Sony X80K 50"" 4K UHD HDR LED Smart Google TV (KD50X80K) - 2022 - Open Box",2,$663.99,$750,Sony,LED,50,4K
205,Samsung – 65 Inch QN90B Neo QLED 4K UHD HDR 32X Dolby Atmos Gaming Smart TV [QN65QN90BAFXZC] [Canada Version] (2022) - Open Box - 10/10 Condition,0,"$1,549.99",$300,Samsung,LED,65,4K
206,"LG 70"" 4K UHD HDR LED webOS Smart TV (70UQ9000PUD) - 2022 - Titan Grey",4,$999.99,0,LG,LED,70,4K
207,"TCL 75"" Q-Series 4K UHD HDR QLED Smart Google TV (75Q750G-CA) - 2023",0,"$1,599.99",15.5,TCL 75,LED,75,4K
208,"LG 48"" 4K UHD HDR OLED webOS ThinQ AI Smart TV (OLED48A2PUA) - 2022",897,"$1,499.99",12.2,LG,OLED,48,4K
209,"Samsung 32"" 1080p HD HDR QLED Tizen Smart TV (QN32Q50AAFXZC) - 2021",49,$499.95,"$6,299.99",Samsung,LED,32,1080p
210,"Samsung 65"" 8K UHD HDR Neo QLED Tizen Smart TV (QN65QN900CFXZC) - 2023 - Titan Black",44,NA,0,Samsung,LED,65,8K
211,"TCL 3-Series 32"" 1080p HD LED Roku Smart TV (32S327-CA)",309,$199.97,$100,TCL,LED,32,1080p
212,"TCL 4-Series 75"" 4K UHD HDR LED Roku Smart TV (75S455-CA) - 2022",194,$999.99,$65,TCL,LED,75,4K
213,"Open Box - Samsung 75"" 4K UHD HDR LED Tizen Smart TV (UN75AU8000FXZC) - 2021",1,"$1,039.99",15.5,Samsung,LED,75,4K
214,"Samsung 75"" 4K UHD HDR QLED Smart TV (QN75Q60CAFXZC) - 2023 - Titan Grey",96,"$1,999.99",15.5,Samsung,LED,75,4K
215,"Toshiba 65"" 4K UHD HDR LED Smart TV (65C350KC) - Fire TV Edition - 2021 - Only at Best Buy",4,$949.99,15.5,Toshiba,LED,65,4K
216,"LG 50"" 4K UHD HDR LED webOS Smart TV (50UQ7570PUJ) - 2023 - Black",0,$529.99,"$8,299.99",LG,LED,50,4K
217,"Samsung 75"" 8K UHD HDR Neo QLED Tizen Smart TV (QN75QN900CFXZC) - 2023 - Titan Black",27,NA,15.5,Samsung,LED,75,8K
218,"Hisense 65"" 4K UHD HDR LED Android Smart TV (65A68G) - 2021",10,$659.97,15.5,Hisense,LED,65,4K
219,"Samsung 75"" 4K UHD HDR QLED Smart TV (QN75Q70CAFXZC) - 2023",32,"$2,299.99",$500,Samsung,LED,75,4K
220,"TCL 6-Series 75"" 8K UHD HDR QLED Roku OS Smart TV (75R648-CA) - 2021",19,"$2,299.99","$7,699.99",TCL,LED,75,8K
221,"Samsung 85"" 8K UHD HDR Neo QLED Tizen Smart TV (QN85QN800CFXZC) - 2023 - Titan Black",8,NA,12.2,Samsung,LED,85,8K
222,"Samsung 43"" 4K UHD HDR LED Tizen Smart TV (UN43CU8000FXZC) - 2023",57,$649.99,$200,Samsung,LED,43,4K
223,"TCL 4-Series 55"" 4K UHD HDR LED Smart Google TV (55S446-CA) - 2021 -Open Box",0,$399.99,"$4,299.99",TCL,LED,55,4K
224,"Samsung 65"" 8K UHD HDR Neo QLED Tizen Smart TV (QN65QN800CFXZC) - 2023 - Titan Black",12,NA,$43,Samsung,LED,65,8K
225,"Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q60BAFXZC) - Titan Grey - Open Box",2,$679.99,0,Samsung,LED,55,4K
226,"Sony X80K 43"" 4K UHD HDR LED Smart Google TV (KD43X80K) - 2022 - Open Box",1,$599.99,12.2,Sony,LED,43,4K
227,"Samsung 32"" 4K UHD HDR QLED Tizen Smart TV (QN32Q60AAFXZC) - 2021 - Titan Grey",848,$599.95,15.5,Samsung,LED,32,4K
228,"LG 50"" 4K UHD HDR LED webOS Smart TV (50UQ7590PUB) - 2022 - Dark Iron Grey - Open Box",1,$519.99,$50,LG,LED,50,4K
229,"TCL 4-Series 65"" 4K UHD HDR LED Android Smart TV (65S434-CA) - 2021",128,$649.99,$100,TCL,LED,65,4K
230,"Samsung 75"" 4K UHD HDR QLED Smart TV (QN75Q80CAFXZC) - 2023 - Titan Black",23,"$2,599.99",12.2,Samsung,LED,75,4K
231,"Open Box - Insignia 40"" 1080p HDR LED TV (NS-40D510CA21) - 2020",0,$259.99,0,Insignia,LED,40,1080p
232,"Amazon Fire TV Omni 43"" 4K UHD HDR LED Smart TV (B08T6LD72Q) - 2021",5,$429.97,$100,Amazon fire TV,LED,43,4K
233,"Samsung 55"" 4K UHD HDR Neo QLED Tizen Smart TV (QN55QN90CAFXZC) - 2023 - Titan Black",4,"$2,299.99",$60,Samsung,LED,55,4K
234,"Sony BRAVIA 55"" 4K UHD HDR LED Google TV Smart TV (XR55X90K) - 2022 - Open Box",2,$959.99,15.5,Sony,LED,55,4K
235,"Sony BRAVIA XR A90J 83"" 4K UHD HDR OLED Smart Google TV (XR83A90J) - 2021",984,"$7,199.99",15.5,Sony,OLED,83,4K
236,"Open Box - Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55AU8000FXZC) - 2021",2,$599.99,15.5,Samsung,LED,55,4K
237,"Samsung 85"" 4K UHD HDR QLED Smart TV (QN85Q70CAFXZC) - 2023",33,"$3,199.99",15.5,Samsung,LED,85,4K
238,"Samsung 65"" 4K UHD QLED Tizen OS Smart TV (QN65QN85CAFXZC) - 2023 - Titan Black",20,"$2,499.99",$115,Samsung,LED,65,4K
239,"Samsung The Frame 65"" 4K UHD HDR QLED Tizen Smart TV (QN65LS03BAFXZC) -2022 -Charcoal Black -Open Box",0,"$1,839.99",0,Samsung,LED,65,4K
240,"Toshiba 32"" 720p HD LED Smart TV (32V35C) - Fire TV Edition - 2021",9,$349.99,15.5,Toshiba,LED,32,720p
241,"Sony 85"" 4K UHD HDR LED Smart Google TV (XR85X95L) - 2023",0,"$6,999.99",15.5,Sony,LED,85,4K
242,"LG 48"" 4K UHD HDR OLED webOS Evo ThinQ AI Smart TV (OLED48C2PUA) - 2022 - Dark Titan Silver - Open Box",0,"$1,359.99",0,LG,OLED,48,4K
243,"Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q60BAFXZC) - Titan Grey - Open Box",0,$959.99,$400,Samsung,LED,65,4K
244,"LG 65"" 4K UHD HDR OLED webOS Evo ThinQ AI Smart TV (OLED65C2PUA) - 2022 - Dark Titan Silver OPEN BOX 10/10",0,"$1,999.99",$95,LG,OLED,65,4K
245,"Samsung 55"" 4K UHD OLED Tizen Smart TV (QN55S95BAFXZC) - Open Box",6,"$1,519.99",15.5,Samsung,OLED,55,4K
246,"Sony 65"" 4K UHD HDR LED Smart Google TV (XR65X93L) - 2023",0,"$3,099.99",15.5,Sony,LED,65,4K
247,"Samsung 98"" 4K UHD HDR QLED Tizen OS Smart TV (QN98QN90AAFXZC) - 2021 - Titan Black - Open Box",0,"$16,799.99",$80,Samsung,LED,98,4K
248,"Sony BRAVIA XR 65"" 4K UHD HDR OLED Google TV Smart TV (XR65A80K) - 2022 - Titanium Black - Open Box",1,"$1,919.99",$500,Sony,OLED,65,4K
249,"Samsung 65"" 4K UHD HDR Neo QLED Tizen Smart TV (QN65QN88BAFXZC) - Titan Black - Only at Best Buy",7,"$2,099.97",15.5,Samsung,LED,65,4K
250,"LG 83"" G2 4K UHD HDR OLED webOS Evo Gallery Smart TV (OLED83G2PUA) - 2022 - Satin Silver",0,"$9,999.99",15.5,LG,OLED,83,4K
251,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65A1PUA) - 2021 - Open Box",883,"$1,444.99",$340,LG,OLED,65,4K
252,"Refurbished (Good) - VIZIO 65"" Class 4k UHD LED SmartCast Smart TV HDR V-Series (V655-J)",0,$449.99,15.5,VIZIO,LED,65,4K
253,"Samsung 55"" 4K UHD HDR OLED Tizen Smart TV (QN55S90CAFXZC) - 2023 - Titan Black",18,"$2,399.99",0,Samsung,OLED,55,4K
254,"TCL 4-Series 65"" 4K UHD HDR LED Smart Google TV (65S446-CA) - 2021",277,$699.99,0,TCL,LED,65,4K
255,"Sony X80K 55"" 4K UHD HDR LED Smart Google TV (KD55X80K) - 2022 - Open Box",2,$719.99,$250,Sony,LED,55,4K
256,"Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55TU7000FXZC) - Titan Grey OPEN BOX with One Year DC Canada Warranty",0,$549.99,$200,Samsung,LED,55,4K
257,"TCL 4-Series 43"" 4K UHD HDR LED Smart Google TV (43S446-CA) - 2021 - Open Box",0,$299.99,$600,TCL,LED,43,4K
258,"Samsung The Terrace 65"" 4K UHD HDR QLED Tizen Outdoor Smart TV (QN65LST7TAFXZC) - Titan Black",4,"$4,899.99",$100,Samsung,LED,65,4K
259,"Samsung 43"" 4K UHD HDR Neo QLED Tizen Smart TV (QN43QN90CAFXZC) - 2023 - Titan Black",8,"$1,599.99",0,Samsung,LED,43,4K
260,"Samsung The Frame 75"" 4K UHD HDR QLED Tizen Smart TV (QN75LS03BAFXZC) -2022 -Black -Open Box",0,"$2,399.99",15.5,Samsung,LED,75,4K
261,"Samsung 55"" 4K UHD HDR OLED Tizen Smart TV (QN55S92CAFXZC) - 2023 - Titan Black",0,"$2,499.99",15.5,Samsung,OLED,55,4K
262,"Open Box - Sony 85"" 4K UHD HDR LED Google Smart TV (KD85X85J) - 2021",0,"$1,989.99",$20,Sony,LED,85,4K
263,"Sony W830K 32"" 720p HD HDR LED Smart Google TV (KD32W830K) - 2022 - Open Box",0,$319.99,$450,Sony,LED,32,720p
264,"Refurbished (Good) - SAMSUNG 65"" Class TU700D-Series Crystal Ultra HD 4K Smart TV ( UN65TU7000B)",0,$549.99,$20,Samsung,NA,65,Ultra HD
265,"Open Box - LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65B2PUA) - 2022",0,"$1,439.99",$201,LG,OLED,65,4K
266,"LG 50"" 4K UHD HDR QNED webOS Smart TV (50QNED80URA) - 2023 - Ashed Blue",6,$998.98,15.5,LG,QNED,50,4K
267,"Sony 77"" 4K UHD HDR OLED Smart Google TV (XR77A80L) - 2023",0,"$4,999.99",$95,Sony,OLED,77,4K
268,"Sony BRAVIA XR 55"" 4K UHD HDR OLED Google TV Smart TV (XR55A80K) - 2022 - Titanium Black - Open Box",0,"$1,519.99",$500,Sony,OLED,55,4K
269,"Open Box 10/10 - LG 55"" 4K UHD HDR OLED webOS Evo ThinQ AI Smart TV (OLED55C2PUA) - 2022 - Dark Titan Silver",0,"$1,299.99",15.5,LG,OLED,55,4K
270,"Open Box - Samsung 50"" 4K UHD HDR QLED Tizen OS Smart TV (QN50Q80AAFXZC) - 2021 - Titan Black",2,$934.99,"$1,000",Samsung,LED,50,4K
271,"Sony BRAVIA XR Z9K 85"" 8K UHD HDR Mini-LED Smart Google TV (XR85Z9K) - 2022",9,"$10,999.99",15.5,Sony,LED,85,8K
272,"LG NanoCell 86"" 4K UHD HDR LED webOS Smart TV (86NANO75UPA) - 2021 - Open Box",877,"$1,699.99",0,LG,LED,86,4K
273,"TCL 32"" S-Series 720p HD LED Roku OS Smart TV (32S250R-CA) - 2023",0,$179.99,$45,TCL,LED,32,720p
274,"Samsung 85"" 4K UHD HDR QLED Tizen Smart TV (QN85Q75AAFXZC) - Only at Best Buy - Open Box",0,"$2,079.99",$100,Samsung,LED,85,4K
275,"Samsung The Serif 55"" 4K UHD HDR QLED Tizen Smart TV (QN55LS01BAFXZC) - 2022 - Cloud White",47,"$1,499.99",$300,Samsung,LED,55,4K
276,"LG 86"" 4K UHD HDR QNED webOS Smart TV (86QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue",2,"$4,499.99",15.5,LG,QNED,86,4K
277,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1AUB) - 2021",3498,"$2,099.97",15.5,LG,OLED,65,4K
278,"Samsung 65"" 4K UHD HDR OLED Tizen Smart TV (QN65S90CAFXZC) - 2023 - Titan Black",26,"$3,299.99",15.5,Samsung,OLED,65,4K
279,"Samsung 65"" 4K UHD HDR OLED Tizen Smart TV (QN65S92CAFXZC) - 2023 - Titan Black",0,"$3,399.99",$175,Samsung,OLED,65,4K
280,"LG 55"" 4K UHD HDR OLED webOS Evo ThinQ AI Smart TV (OLED55C2PUA) - 2022 - Dark Titan Silver - Open Box",2,"$1,439.99",15.5,LG,OLED,55,4K
281,"LG 50"" 4K UHD HDR LED webOS Smart TV (50UQ9000PUD) - 2022 - Titan Grey",604,$799.99,0,LG,LED,50,4K
282,"TCL Class XL 98"" 4K UHD HDR QLED Smart Google TV (98R754-CA) - 2022",0,"$9,999.99",$300,TCL,LED,98,4K
283,"LG 75"" 4K UHD HDR QNED webOS Smart TV (75QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue",235,"$2,999.99",15.5,LG,QNED,75,4K
284,"LG 55"" 4K UHD HDR QNED webOS Smart TV (55QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue",297,"$1,499.99",$35,LG,QNED,55,4K
285,"Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q80BAFXZC) - Titan Black - Open Box",1,$899.99,0,Samsung,LED,55,4K
286,"Philips 50"" 4K UHD HDR LCD Direct Lit Roku Smart TV (50PUL6673/F6) - 2023",0,$449.99,0,Philips,LCD,50,4K
287,"Samsung 50"" 4K UHD HDR Neo QLED Tizen Smart TV (QN50QN90CAFXZC) - 2023 - Titan Black",7,"$1,999.99",$80,Samsung,LED,50,4K
288,"Refurbished (Good) - ONN. 32"" Class HD (720P) Roku Smart LED TV (100012589)",0,$119.99,15.5,onn,LED,32,NA
289,"Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55CU8000FXZC) - 2023",70,$849.99,15.5,Samsung,LED,55,4K
290,"Samsung 85"" 4K UHD QLED Tizen OS Smart TV (QN85QN85CAFXZC) - 2023 - Titan Black",16,"$4,999.99",15.5,Samsung,LED,85,4K
291,"Sony 65"" 4K UHD HDR OLED Smart Google TV (XR65A80L) - 2023",0,"$3,299.99",15.5,Sony,OLED,65,4K
292,"Samsung 75"" 8K UHD QLED Tizen Smart TV (QN75QN900BFXZC) - Stainless Steel",35,"$6,499.95",15.5,Samsung,LED,75,8K
293,"Open Box - Samsung 85"" 4K UHD HDR QLED Tizen OS Smart TV (QN85Q70AAFXZC) - 2021",1,"$2,299.99",$500,Samsung,LED,85,4K
294,"TCL 6-Series 65"" 8K UHD HDR QLED Roku OS Smart TV (65R648-CA) - 2021",26,"$1,999.99",15.5,TCL,LED,65,8K
295,"Sony 75"" 4K UHD HDR LED Smart Google TV (XR75X93L) - 2023",0,"$4,199.99",$700,Sony,LED,75,4K
296,"Samsung The Terrace 75"" 4K UHD HDR QLED Tizen Outdoor Smart TV (QN75LST7TAFXZC) - Titan Black",5,"$6,299.99",$500,Samsung,LED,75,4K
297,Samsung – 75 inch Q80B QLED 4K UHD HDR 12X Full Array Dolby Atmos® Gaming Smart TV [QN75Q80BAFXZC] - Open Box - 10/10 Condition,0,"$1,499.99",$319,Samsung,LED,75,4K
298,"Samsung The Frame 50"" 4K UHD HDR QLED Tizen Smart TV (QN50LS03BAFXZC) -2022 -Charcoal Black -Open Box",0,"$1,079.99",12.2,Samsung,LED,50,4K
299,"Sony X85K 43"" 4K UHD HDR LED Smart Google TV (KD43X85K) - 2022 - Open Box",0,$679.99,$75,Sony,LED,43,4K
300,"Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q80BAFXZC) - Titan Black - Open Box",2,"$1,199.99",15.5,Samsung,LED,65,4K
301,"Samsung 85"" 8K UHD QLED Tizen Smart TV (QN85QN900BFXZC) - Stainless Steel",35,"$8,499.95",$500,Samsung,LED,85,8K
302,"Sony BRAVIA XR Z9K 75"" 8K UHD HDR Mini-LED Smart Google TV (XR75Z9K) - 2022",10,"$7,499.99","$1,300",Sony,LED,75,8K
303,Samsung – 75 Inch QN90B Neo QLED 4K UHD HDR 32X Dolby Atmos Gaming Smart TV [QN75QN90BAFXZC] [Canada Version] (2022),0,"$2,699.99",$200,Samsung,LED,75,4K
304,"Refurbished (Good) onn. 50” QLED 4K UHD (2160p) Roku Smart TV with Dolby Atmos, Dolby Vision, Local Dimming, 120hz Effective Refresh Rate, and HDR (100071700)",0,$349.99,$70,onn,LED,NA,4K
305,"Refurbished (Good) - VIZIO 24"" Class HD LED Smart TV D-Series (D24h-J09)",1,$129.99,15.5,VIZIO,LED,24,NA
306,"Samsung 75"" 4K UHD QLED Tizen OS Smart TV (QN75QN85CAFXZC) - 2023 - Titan Black",16,"$3,499.99",$115,Samsung,LED,75,4K
307,"Open Box - Samsung 32"" 4K UHD HDR QLED Tizen Smart TV (QN32Q60AAFXZC) - 2021 - Titan Grey",1,$479.99,15.5,Samsung,LED,32,4K
308,"Open Box - Samsung 60"" 4K UHD HDR QLED Tizen Smart TV (QN60Q62AAFXZC) - Titan Grey - Only at Best Buy",0,"$1,019.99",0,Samsung,LED,60,4K
309,"TCL 75"" S-Series 4K UHD HDR LED Smart Google TV (75S450G-CA) - 2023",0,$999.99,15.5,TCL 75,LED,75,4K
310,"LG 65"" 4K UHD HDR LED webOS Smart TV (65UQ7590PUB) - 2022 - Dark Iron Grey - Open Box",0,$719.99,15.5,LG,LED,65,4K
311,"Insignia 55"" 4K UHD HDR LCD Smart TV (NS-55F301CA22) - Fire TV Edition - 2020 - Only at Best Buy",3274,$549.95,$48,Insignia,LCD,55,4K
312,"Sony X85K 50"" 4K UHD HDR LED Smart Google TV (KD50X85K) - 2022 - Open Box",1,$759.99,$223,Sony,LED,50,4K
313,"Open Box - Samsung 50"" 4K UHD HDR LED Tizen Smart TV (UN50AU8000FXZC) - 2021",0,$574.99,$800,Samsung,LED,50,4K
314,"Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q80BAFXZC) - Titan Black - Open Box",0,$699.99,$249,Samsung,LED,55,4K
315,"Samsung 58"" 4K UHD HDR LED Tizen Smart TV (UN58TU7000FXZC) - Titan Grey OPEN BOX",63,$549.99,$25,Samsung,LED,58,4K
316,"Open Box - Samsung 32"" 1080p HD HDR QLED Tizen Smart TV (QN32Q50AAFXZC) - 2021",0,$399.99,$550,Samsung,LED,32,1080p
317,"Open Box - Samsung 55"" 4K UHD OLED Tizen Smart TV (QN55S95BAFXZC)",3,"$1,349.99",0,Samsung,OLED,55,4K
318,"Sony X80K 75"" 4K UHD HDR LED Smart Google TV (KD75X80K) - 2022 - Open Box",1,"$1,359.99",15.5,Sony,LED,75,4K
319,"LG Objet Collection Posé 55"" 4K UHD HDR OLED webOS Smart TV (55LX1QPUA) - 2022",2,"$2,699.99",$100,LG,OLED,55,4K
320,"Sony BRAVIA 75"" 4K UHD HDR LED Google TV Smart TV (XR75X90K) - 2022 - Open Box",0,"$1,599.99",15.5,Sony,LED,75,4K
321,"Open Box - Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q70AAFXZC) - 2021",6,$934.99,12.2,Samsung,LED,55,4K
322,"Insignia 43"" 4K UHD HDR LED Smart TV (NS-43F301CA22) - Fire TV Editon - 2021 - Only at Best Buy",2143,$499.95,$60,Insignia,LED,43,4K
323,"Open Box - Sony BRAVIA XR 50"" 4K UHD HDR LED Google Smart TV (XR50X90J) - 2021",4952,$959.99,15.5,Sony,LED,50,4K
324,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q70AAFXZC) - 2021",2834,"$2,199.97",15.5,Samsung,LED,75,4K
325,"LG 65"" G2 4K UHD HDR OLED webOS Evo Gallery Smart TV (OLED65G2PUA) - 2022 - Satin Silver - Open Box",646,"$3,199.99",15.5,LG,OLED,65,4K
326,"Samsung 55"" 4K UHD HDR Curved LED Tizen OS Smart TV (UN55TU8300FXZC) - 2020 - Charcoal Black",10,"$1,399.99",$160,Samsung,LED,55,4K
327,"Samsung 55"" 4K UHD Neo QLED Tizen Smart TV (QN55QN90BAFXZC) - Titan Black - Open Box",2,"$1,199.99",15.5,Samsung,LED,55,4K
328,"Sony 65"" 4K UHD HDR LED Smart Google TV (XR65X90L) - 2023",0,"$1,999.99",15.5,Sony,LED,65,4K
329,"LG 86"" 4K UHD HDR QNED webOS Smart TV (86QNED80URA) - 2023 - Dark Meteor Titan",6,"$3,299.99",15.5,LG,QNED,86,4K
330,"Sony 55"" 4K UHD HDR OLED Smart Google TV (XR55A80L) - 2023",0,"$2,399.99",$113,Sony,OLED,55,4K
331,"Refurbished (Good) - TCL 43"" Class 4-Series 4K UHD HDR Roku Smart TV (43S431)",0,$286.99,0,TCL,NA,43,4K
332,"TCL 85"" 4K UHD HDR LED Roku Smart TV (85S455-CA) - 2022",0,"$1,999.99",0,TCL,LED,85,4K
333,"Open Box - Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q60AAFXZC) - 2021 - Titan Grey",1,"$1,019.99",$400,Samsung,LED,65,4K
334,"REFURBISHED (GOOD) - TCL 75"" Class 4-Series 4K UHD HDR Smart Roku TV (75S451)",0,$599.99,$55,TCL 75,NA,75,4K
335,"Sony X85K 55"" 4K UHD HDR LED Smart Google TV (KD55X85K) - 2022 - Open Box",1,$879.99,15.5,Sony,LED,55,4K
336,"Open Box - Samsung 65"" 4K UHD HDR QLED Tizen OS Smart TV (QN65Q70AAFXZC) - 2021",0,"$1,274.99",$90,Samsung,LED,65,4K
337,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q75AAFXZC) - Only at Best Buy - Open Box",0,"$1,439.99","$5,799.99",Samsung,LED,75,4K
338,"Samsung 75"" 8K UHD HDR Neo QLED Tizen Smart TV (QN75QN800CFXZC) - 2023 - Titan Black",5,NA,0,Samsung,LED,75,8K
339,"Open Box - Samsung The Frame 43"" 4K UHD HDR QLED Tizen OS Smart TV (QN43LS03AAFXZC) - 2021",2,$934.99,15.5,Samsung,LED,43,4K
340,"LG NanoCell 50"" 4K UHD HDR LED webOS Smart TV (50NANO85APA) - 2021",7,$899.97,15.5,LG,LED,50,4K
341,"Samsung 77"" 4K UHD HDR OLED Tizen Smart TV (QN77S92CAFXZC) - 2023 - Titan Black",0,"$4,899.99",$300,Samsung,OLED,77,4K
342,"Refurbished (Good) - Onn. 65"" Class 4K (2160p) UHD LED Roku Smart TV HDR (100012587)",0,$399.99,$500,onn,LED,65,4K
343,"Open Box - Samsung 60"" QN60Q60BAFXZC - 4K UHD QLED LCD TV with One Year DC Canada Warranty",0,$799.99,$50,Samsung,LED,60,4K
344,"Samsung 50"" 4K UHD HDR QLED Tizen Smart TV (QN50Q80BAFXZC) - Titan Black - Open Box",0,$799.99,15.5,Samsung,LED,50,4K
345,"Open Box - Sony BRAVIA XR A90J 83"" 4K UHD HDR OLED Smart Google TV (XR83A90J) - 2021",0,"$5,759.99",0,Sony,OLED,83,4K
346,"Open Box - Pioneer 43"" 4K UHD HDR LED Smart TV (PN43951-22C) - Fire TV Edition - 2021 - Only at Best Buy",5,$365.99,15.5,Pioneer,LED,43,4K
347,"Sony BRAVIA 65"" 4K UHD HDR LED Google TV Smart TV (XR65X90K) - 2022 - Open Box",3,"$1,199.99",15.5,Sony,LED,65,4K
348,"Sony BRAVIA XR X95K 75"" 4K UHD HDR Mini-LED Smart Google TV (XR75X95K) - 2022 - Open Box",0,"$3,359.99",15.5,Sony,LED,75,4K
349,"Sony 85"" 4K UHD HDR LED Smart Google TV (XR85X93L) - 2023",0,"$6,299.99",12.2,Sony,LED,85,4K
350,"LG 43"" 4K UHD HDR LED webOS Smart TV (43UP7700PUB) - 2021",9,$649.97,15.5,LG,LED,43,4K
