Description,Reviews,Price,Discount,Brand,TV_Type,TV_Size,TV_Pixels,Status,Month
"Toshiba 55"" 4K UHD HDR LED Smart TV (55C350KC) - Fire TV Edition - 2021 - Only at Best Buy",56,$649.99,$100,Toshiba,LED,55,4K,New,July
"LG 43"" 4K UHD HDR LED webOS Smart TV (43UP7700PUB) - 2021",9,$549.97,15.5,LG,LED,43,4K,New,July
"Sony BRAVIA XR 65"" 4K UHD HDR OLED Google TV Smart TV (XR65A80K) - 2022 - Titanium Black",1731,"$2,399.99",0,Sony,OLED,65,4K,New,July
"TCL 6-Series 65"" 4K UHD HDR QLED Mini-LED Smart Google TV (65R646-CA) - 2021",733,"$1,299.99",15.5,TCL,LED,65,4K,New,July
"LG 75"" 4K UHD HDR LED webOS Smart TV (75UP7070PUD) - 2021",1153,$998.98,$50,LG,LED,75,4K,New,July
"Sony 50"" 4K UHD HDR LED Smart Google TV (KD50X77L) - 2023",0,$699.99,$200,Sony,LED,50,4K,New,July
"Samsung 75"" 4K UHD HDR QLED Smart TV (QN75Q80CAFXZC) - 2023 - Titan Black",52,"$2,499.99",12.2,Samsung,LED,75,4K,New,July
"Insignia 32"" 720p HD LED TV (NS-32D310CA21) - 2020 - Only at Best Buy",4018,$199.99,$100,Insignia,LED,32,720p,New,July
"LG 48"" 4K UHD HDR OLED webOS Evo ThinQ AI Smart TV (OLED48C3PUA) - 2023",54,"$1,899.99",12.2,LG,OLED,48,4K,New,July
"Insignia 42"" 1080p LED Smart TV (NS-42F201CA23) - Fire TV Edition - 2022",654,$399.99,$200,Insignia,LED,42,1080p,New,July
"Samsung The Serif 65"" 4K UHD HDR QLED Tizen Smart TV (QN65LS01BAFXZC) - 2022 - Cloud White",49,"$2,399.99","$1,000",Samsung,LED,65,4K,New,July
"Samsung 85"" 8K UHD HDR Neo QLED Tizen Smart TV (QN85QN900CFXZC) - 2023 - Titan Black",89,"$9,999.99",$200,Samsung,LED,85,8K,New,July
"LG NanoCell 75"" 4K UHD HDR LED webOS Smart TV (75NANO75UQA) - 2022 - Ashed Blue",408,"$1,399.99",0,LG,LED,75,4K,New,July
"TCL 4-Series 65"" 4K UHD HDR LED Roku Smart TV (65S455-CA) - 2022",928,$699.95,15.5,TCL,LED,65,4K,New,July
"Sony 65"" 4K UHD HDR LED Smart Google TV (KD65X77L) - 2023",0,$929.99,15.5,Sony,LED,65,4K,New,July
"LG NanoCell 70"" 4K UHD HDR LED webOS Smart TV (70NANO75UQA) - 2022 - Ashed Blue",547,"$1,199.99",15.5,LG,LED,70,4K,New,July
"LG NanoCell 86"" 4K UHD HDR LED webOS Smart TV (86NANO75UQA) - 2022 - Ashed Blue",1,"$1,999.99",15.5,LG,LED,86,4K,New,July
"LG 50"" 4K UHD HDR LED webOS Smart TV (50UQ7590PUB) - 2022 - Dark Iron Grey - Open Box",1,$519.99,0,LG,LED,50,4K,Open Box,July
"Samsung 55"" 4K UHD OLED Tizen Smart TV (QN55S95BAFXZC) - Open Box",6,"$1,439.99",12.2,Samsung,OLED,55,4K,New,July
"Samsung The Frame 32"" 1080p HD HDR QLED Tizen Smart TV (QN32LS03CBFXZC) - 2023",0,$799.99,15.5,Samsung,LED,32,1080p,New,July
"Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q80BAFXZC) - Titan Black - Open Box",2,"$1,199.99",0,Samsung,LED,65,4K,Open Box,July
"Sony X80K 43"" 4K UHD HDR LED Smart Google TV (KD43X80K) - 2022 - Open Box",1,$599.99,15.5,Sony,LED,43,4K,Open Box,July
"Sony X85K 85"" 4K UHD HDR LED Smart Google TV (KD85X85K) - 2022",330,"$2,499.99",15.5,Sony,LED,85,4K,New,July
"LG 65"" 4K UHD HDR QNED webOS Smart TV (65QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue",328,"$2,199.99",15.5,LG,QNED,65,4K,New,July
"Samsung 85"" 4K UHD HDR QLED Smart TV (QN85Q70CAFXZC) - 2023",56,"$3,199.99",0,Samsung,LED,85,4K,New,July
"Toshiba 43"" 1080p HD LED Smart TV (43V35C) - Fire TV Edition - 2021",6,$449.99,12.2,Toshiba,LED,43,1080p,New,July
"LG OLED Flex 42"" 4K UHD HDR Curved OLED webOS Smart TV (42LX3QPUA)",7,"$3,999.99",15.5,LG,OLED,42,4K,New,July
"Samsung 55"" 4K UHD HDR OLED Tizen Smart TV (QN55S90CAFXZC) - 2023 - Titan Black",89,"$2,399.99",15.5,Samsung,OLED,55,4K,New,July
"Sony BRAVIA 55"" 4K UHD HDR LED Google TV Smart TV (XR55X90K) - 2022 - Open Box",2,$899.99,$50,Sony,LED,55,4K,Open Box,July
"LG 50"" 4K UHD HDR LED webOS Smart TV (50NANO75UQA) - 2022 - Ashed Blue",492,$699.99,"$1,300",LG,LED,50,4K,New,July
"Samsung 85"" 4K UHD HDR Neo QLED Tizen Smart TV (QN85QN90CAFXZC) - 2023 - Titan Black",8,"$4,999.99",7.5,Samsung,LED,85,4K,New,July
"Insignia 24"" 720p LED TV (NS-24D310CA21) - 2020 - Only at Best Buy",15,$249.99,$500,Insignia,LED,24,720p,New,July
"Samsung 77"" 4K UHD HDR OLED Tizen Smart TV (QN77S90CAFXZC) - 2023 - Titan Black",74,"$4,299.99",0,Samsung,OLED,77,4K,New,July
"Amazon Fire TV 4-Series 55"" 4K UHD HDR LED Smart TV (B08T6H1RQD) - 2021",23,$639.99,0,Amazon fire TV,LED,55,4K,New,July
"Samsung 43"" 4K UHD HDR Neo QLED Tizen Smart TV (QN43QN90CAFXZC) - 2023 - Titan Black",18,"$1,699.99",$7,Samsung,LED,43,4K,New,July
"Open Box - Insignia 40"" 1080p HDR LED TV (NS-40D510CA21) - 2020",0,$239.99,12.2,Insignia,LED,40,1080p,Open Box,July
"Insignia 43"" 4K UHD HDR LED Smart TV (NS-43F301CA22) - Fire TV Editon - 2021 - Only at Best Buy",2471,$499.95,15.5,Insignia,LED,43,4K,New,July
"Sony BRAVIA XR 65"" 4K UHD HDR OLED Google TV Smart TV (XR65A80K) - 2022 - Titanium Black - Open Box",1,"$1,919.99",$200,Sony,OLED,65,4K,Open Box,July
"Refurbished (Good) - Onn. 55"" Class 4K UHD HDR Roku Smart LED TV (100012586)",0,$299.99,15.5,onn,LED,55,4K,Refurbished,July
"Hisense 55"" 4K UHD HDR QLED Mini-LED Smart Google TV (55U78KM) - 2023",0,"$1,099.99",15.5,Hisense,LED,55,4K,New,July
"Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55CU8000FXZC) - 2023",169,$849.99,15.5,Samsung,LED,55,4K,New,July
"Sony 55"" 4K UHD HDR LED Smart Google TV (KD55X77L) - 2023",0,$799.99,15.5,Sony,LED,55,4K,New,July
"Hisense 65"" 4K UHD HDR LED Android Smart TV (65A68G) - 2021",10,$659.97,15.5,Hisense,LED,65,4K,New,July
"LG G3 83"" 4K UHD HDR OLED evo Gallery webOS Smart TV (OLED83G3PUA) - 2023 - Satin Silver",42,"$7,999.99",0,LG,OLED,83,4K,New,July
"TCL 4-Series 75"" 4K UHD LED Direct Lit Roku OS Smart TV (75S45-CA) - 2022",171,$899.99,15.5,TCL,LED,75,4K,New,July
"Samsung 65"" 4K UHD HDR LED Tizen Smart TV (UN65AU8000FXZC) - 2021",5770,$999.97,0,Samsung,LED,65,4K,New,July
"TCL 4-Series 75"" 4K UHD HDR LED Roku Smart TV (75S455-CA) - 2022",254,"$1,099.99",15.5,TCL,LED,75,4K,New,July
"Insignia 70"" 4K UHD HDR LCD Fire OS Smart TV (NS-70F301CA23) - 2022",1,$799.99,$500,Insignia,LCD,70,4K,New,July
"Samsung 75"" 4K UHD QLED Tizen OS Smart TV (QN75QN85CAFXZC) - 2023 - Titan Black",67,"$2,999.99",0,Samsung,LED,75,4K,New,July
"Philips 55"" 4K UHD HDR QLED Roku Smart TV (55PUL7973/F6) - 2023",0,$649.99,$100,Philips,LED,55,4K,New,July
"LG 86"" 4K UHD HDR QNED webOS Smart TV (86QNED80URA) - 2023 - Dark Meteor Titan",12,"$3,199.99",$100,LG,QNED,86,4K,New,July
"TCL 75"" Q-Class 4K UHD HDR QLED Smart Google TV (75Q750G-CA) - 2023",5,"$1,499.99",$90,TCL 75,LED,75,4K,New,July
"LG 55"" 4K UHD HDR LED webOS Smart TV Smart TV (55UP7000PUA) - 2021 - Open Box",2092,$599.99,15.5,LG,LED,55,4K,Open Box,July
"Samsung 65"" 8K UHD Neo QLED Tizen Smart TV (QN65QN800BFXZC) - Stainless Steel",74,"$3,199.95",15.5,Samsung,LED,65,8K,New,July
"LG 70"" 4K UHD HDR LED webOS Smart TV (70UQ9000PUD) - 2022 - Titan Grey - Open Box",548,$799.99,15.5,LG,LED,70,4K,New,July
"Sony BRAVIA XR X95K 75"" 4K UHD HDR Mini-LED Smart Google TV (XR75X95K) - 2022",219,"$4,199.97",12.2,Sony,LED,75,4K,New,July
"Samsung The Serif 43"" 4K UHD HDR QLED Tizen Smart TV (QN43LS01BAFXZC) - 2022 - Cloud White",50,"$1,299.99",12.2,Samsung,LED,43,4K,New,July
"Open Box - Samsung 43"" 4K UHD HDR LED Tizen Smart TV (UN43AU8000FXZC) - 2021",3,$399.99,15.5,Samsung,LED,43,4K,Open Box,July
"Samsung 75"" 4K UHD HDR LED Tizen Smart TV (UN75CU8000FXZC) - 2023",105,"$1,699.99",15.5,Samsung,LED,75,4K,New,July
"Toshiba 50"" 4K UHD HDR LED Smart TV (50C350KC) - Fire TV Edition - 2021 - Only at Best Buy",26,$629.99,0,Toshiba,LED,50,4K,New,July
"TCL 4-Series 65"" 4K UHD HDR LED Android Smart TV (65S434-CA) - 2021",128,$699.95,$500,TCL,LED,65,4K,New,July
"Samsung The Terrace 55"" 4K UHD HDR QLED Tizen Outdoor Smart TV (QN55LST7TAFXZC) - Titan Black",6,"$3,499.99",15.5,Samsung,LED,55,4K,New,July
"Open Box - Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55TU690TFXZC) - 2022",1,$559.99,15.5,Samsung,LED,55,4K,Open Box,July
"Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q75AAFXZC) - Only at Best Buy - Open Box",4,"$1,039.99",$160,Samsung,LED,65,4K,Open Box,July
"Refurbished (Good) - VIZIO 50"" Class 4K UHD LED SmartCast Smart TV V-Series (V505-J09)",2,$279.99,15.5,VIZIO,LED,50,4K,New,July
"Samsung 75"" 4K UHD HDR QLED Smart TV (QN75Q70CAFXZC) - 2023",59,"$2,299.99",15.5,Samsung,LED,75,4K,New,July
"Sony BRAVIA XR A90J 83"" 4K UHD HDR OLED Smart Google TV (XR83A90J) - 2021",1042,"$7,199.99",12.2,Sony,OLED,83,4K,New,July
"Samsung 43"" 4K UHD HDR LED Tizen Smart TV (UN43CU8000FXZC) - 2023",112,$649.99,12.2,Samsung,LED,43,4K,New,July
"Open Box - Insignia 43"" 4K UHD HDR LED Smart TV (NS-43F301CA22) - Fire TV Editon - 2021",0,$297.99,0,Insignia,LED,43,4K,Open Box,July
"TCL 3-Series 32"" 1080p HD LED Smart Google TV (32S356-CA) - 2022",3,$199.99,0,TCL,LED,32,1080p,New,July
"TCL 75"" S-Class 4K UHD HDR LED Smart Google TV (75S450G-CA) - 2023",41,$999.99,0,TCL 75,LED,75,4K,New,July
"TCL 4-Series 65"" 4K UHD HDR LED Smart Google TV (65S446-CA) - 2021",282,$699.99,$100,TCL,LED,65,4K,New,July
"Refurbished (Good) - VIZIO 40"" Class FHD (1080p) LED Smart TV D-Series (D40f-J)",2,$199.99,$302,VIZIO,LED,40,1080p,Refurbished,July
"Samsung 65"" 4K UHD QLED Tizen OS Smart TV (QN65QN85CAFXZC) - 2023 - Titan Black",63,"$2,197.98",$200,Samsung,LED,65,4K,New,July
"Samsung 50"" 4K UHD HDR Neo QLED Tizen Smart TV (QN50QN90CAFXZC) - 2023 - Titan Black",12,"$1,799.99",$450,Samsung,LED,50,4K,New,July
"Refurbished (Good) - SAMSUNG 65"" Class TU700D-Series Crystal Ultra HD 4K Smart TV ( UN65TU7000B)",0,$549.99,12.2,Samsung,HD,65,Ultra HD,Refurbished,July
"Toshiba 43"" 4K UHD HDR LED Smart TV (43C350KC) - Fire TV Edition - 2021 - Only at Best Buy",11,$529.99,15.5,Toshiba,LED,43,4K,New,July
"Sony 55"" 4K UHD HDR LED Smart Google TV (XR55X90L) - 2023",0,"$1,599.99",0,Sony,LED,55,4K,New,July
"TCL 6-Series 65"" 8K UHD HDR QLED Roku OS Smart TV (65R648-CA) - 2021",26,"$2,199.99",15.5,TCL,LED,65,8K,New,July
"Sony 75"" 4K UHD HDR LED Smart Google TV (XR75X90L) - 2023",0,"$2,799.99",$20,Sony,LED,75,4K,New,July
"Sony W830K 32"" 720p HD HDR LED Smart Google TV (KD32W830K) - 2022 - Open Box",0,$319.99,$90,Sony,LED,32,720p,Open Box,July
"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q75AAFXZC) - Only at Best Buy - Open Box",0,"$1,439.99",$800,Samsung,LED,75,4K,New,July
Samsung – 65 Inch QN90B Neo QLED 4K UHD HDR 32X Dolby Atmos Gaming Smart TV [QN65QN90BAFXZC] [Canada Version] (2022) - Open Box - 10/10 Condition,0,"$1,599.99",15.5,Samsung,LED,65,4K,New,July
"Hisense 55"" 4K UHD HDR QLED Mini-LED Smart Google TV (55U68KM) - 2023",0,$749.99,12.2,Hisense,LED,55,4K,New,July
"Samsung 32"" 1080p HD HDR QLED Tizen Smart TV (QN32Q50AAFXZC) - 2021",51,$499.95,$800,Samsung,LED,32,1080p,New,July
"Samsung The Frame 85"" 4K UHD HDR QLED Tizen OS Smart TV (QN85LS03AAFXZC) - 2021",149,"$3,499.95",15.5,Samsung,LED,85,4K,New,July
"LG Objet Collection Posé 55"" 4K UHD HDR OLED webOS Smart TV (55LX1QPUA) - 2022",2,"$2,699.99",0,LG,OLED,55,4K,New,July
"Samsung The Frame 65"" 4K UHD HDR QLED Tizen Smart TV (QN65LS03RAFXZC) - Charcoal Black - Open Box",0,"$2,139.99",0,Samsung,LED,65,4K,Open Box,July
"Sony X80K 75"" 4K UHD HDR LED Smart Google TV (KD75X80K) - 2022 - Open Box",1,"$1,279.99",15.5,Sony,LED,75,4K,New,July
"Samsung 65"" 4K UHD HDR OLED Tizen Smart TV (QN65S90CAFXZC) - 2023 - Titan Black",114,"$3,299.99",0,Samsung,OLED,65,4K,New,July
"Philips 50"" 4K UHD HDR QLED Roku Smart TV (50PUL7973/F6) - 2023",0,$549.99,$500,Philips,LED,50,4K,New,July
"Samsung 65"" 8K UHD HDR Neo QLED Tizen Smart TV (QN65QN900CFXZC) - 2023 - Titan Black",79,"$5,999.99",0,Samsung,LED,65,8K,New,July
"Open Box - Samsung 32"" 4K UHD HDR QLED Tizen Smart TV (QN32Q60AAFXZC) - 2021 - Titan Grey",1,$479.99,15.5,Samsung,LED,32,4K,Open Box,July
"LG 83"" 4K UHD HDR OLED webOS Evo ThinQ AI Smart TV (OLED83C3PUA) - 2023",32,"$6,999.99",15.5,LG,OLED,83,4K,New,July
"LG 50"" 4K UHD HDR LED webOS Smart TV (50UQ9000PUD) - 2022 - Titan Grey",674,$799.99,$80,LG,LED,50,4K,New,July
"Open Box - LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65B2PUA) - 2022",0,"$1,439.99",15.5,LG,OLED,65,4K,Open Box,July
"Sony BRAVIA 65"" 4K UHD HDR LED Google TV Smart TV (XR65X90K) - 2022 - Open Box",3,"$1,279.99",15.5,Sony,LED,65,4K,Open Box,July
"Hisense 65"" 4K UHD HDR QLED Mini-LED Smart Google TV (65U88KM) - 2023",0,"$1,799.99","$3,000",Hisense,LED,65,4K,New,July
"LG 83"" G2 4K UHD HDR OLED webOS Evo Gallery Smart TV (OLED83G2PUA) - 2022 - Satin Silver",0,"$6,999.99",15.5,LG,OLED,83,4K,New,July
"Hisense 65"" 4K UHD HDR QLED Mini-LED Smart Google TV (65U68KM) - 2023",0,$949.99,$500,Hisense,LED,65,4K,New,July
"Samsung 65"" 8K UHD HDR Neo QLED Tizen Smart TV (QN65QN800CFXZC) - 2023 - Titan Black",18,"$3,999.99",15.5,Samsung,LED,65,8K,New,July
"LG 55"" 4K UHD HDR QNED webOS Smart TV (55QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue",319,"$1,699.99",15.5,LG,QNED,55,4K,New,July
"Samsung 65"" 4K UHD OLED Tizen Smart TV (QN65S95BAFXZC)",2144,"$2,599.99",15.5,Samsung,OLED,65,4K,New,July
"Toshiba 65"" 4K UHD HDR LED Smart TV (65C350KC) - Fire TV Edition - 2021 - Only at Best Buy",4,$949.99,15.5,Toshiba,LED,65,4K,New,July
"LG 65"" 4K UHD HDR QNED webOS Smart TV (65QNED80URA) - 2023 - Ashed Blue",22,"$1,599.99",$215,LG,QNED,65,4K,New,July
"Samsung 65"" 4K UHD HDR LED Tizen Smart TV (UN65TU7000FXZC) - Titan Grey - Open Box *LOCAL TORONTO DELIVERY ONLY*",3167,$634.97,0,Samsung,LED,65,4K,New,July
"TCL Class XL 98"" 4K UHD HDR QLED Smart Google TV (98R754-CA) - 2022",0,"$9,999.99",0,TCL,LED,98,4K,New,July
"Sony X80K 55"" 4K UHD HDR LED Smart Google TV (KD55X80K) - 2022 - Open Box",2,$759.99,$601,Sony,LED,55,4K,Open Box,July
Samsung – 65 Inch QN85B Neo QLED 4K UHD HDR 24X Dolby Atmos Gaming Smart TV [QN65QN85BAFXZC] - Open Box- 10/10 Condition,0,"$1,398.99",0,Samsung,LED,65,4K,New,July
"Samsung The Frame 43"" 4K UHD HDR QLED Tizen Smart TV (QN43LS03BAFXZC) -2022 -Charcoal Black -Open Box",1,$879.99,$25,Samsung,LED,43,4K,New,July
"Open Box - Samsung 32"" 1080p HD HDR QLED Tizen Smart TV (QN32Q50AAFXZC) - 2021",0,$399.99,15.5,Samsung,LED,32,1080p,Open Box,July
"Sony 85"" 4K UHD HDR LED Smart Google TV (XR85X90L) - 2023",0,"$3,999.99",12.2,Sony,LED,85,4K,New,July
"Open Box - Samsung 43"" 4K UHD HDR QLED Smart TV (QN43Q60CAFXZC) - 2023 - Titan Grey",0,$599.99,$100,Samsung,LED,43,4K,Open Box,July
"Amazon Fire TV Omni 65"" 4K UHD HDR LED Smart TV (B08T6F9XKL) - 2021",6,$899.99,$200,Amazon fire TV,LED,65,4K,New,July
"Samsung 55"" 4K UHD HDR OLED Tizen Smart TV (QN55S95CAFXZC) - 2023 - Titan Black",100,"$2,899.99",12.2,Samsung,OLED,55,4K,New,July
"Open Box - Samsung 43"" 4K UHD HDR LED Tizen Smart TV (UN43CU7000FXZC) - 2023 - Titan Grey",0,$439.99,15.5,Samsung,LED,43,4K,Open Box,July
"LG 50"" 4K UHD HDR QNED webOS Smart TV (50QNED80URA) - 2023 - Ashed Blue",13,"$1,099.99",$600,LG,QNED,50,4K,New,July
"Samsung The Terrace 65"" 4K UHD HDR QLED Tizen Outdoor Smart TV (QN65LST7TAFXZC) - Titan Black",6,"$4,899.99",15.5,Samsung,LED,65,4K,New,July
"Hisense 75"" 4K UHD HDR QLED Mini-LED Smart Google TV (75U88KM) - 2023",0,"$2,499.99",15.5,Hisense,LED,75,4K,New,July
"Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q75AAFXZC) - Only at Best Buy - Open Box",0,$799.99,15.5,Samsung,LED,55,4K,Open Box,July
"Samsung 85"" 4K UHD HDR QLED Smart TV (QN85Q80CAFXZC) - 2023 - Titan Black",47,"$3,699.99",$500,Samsung,LED,85,4K,New,July
"Sony BRAVIA XR Z9K 75"" 8K UHD HDR Mini-LED Smart Google TV (XR75Z9K) - 2022",14,"$7,499.99",15.5,Sony,LED,75,8K,New,July
"Samsung 55"" 4K UHD HDR Curved LED Tizen OS Smart TV (UN55TU8300FXZC) - 2020 - Charcoal Black",11,"$1,399.99",0,Samsung,LED,55,4K,New,July
"Toshiba 32"" 720p HD LED Smart TV (32V35C) - Fire TV Edition - 2021",9,$349.99,$160,Toshiba,LED,32,720p,New,July
"Refurbished (Good) - VIZIO 43"" Class FHD LED Smart TV D-Series (D43f-J)",0,$189.99,15.5,VIZIO,LED,43,NA,Refurbished,July
"Open Box - Samsung 50"" 4K UHD HDR LED Tizen Smart TV (UN50CU7000FXZC) - 2023 - Titan Grey",0,$519.99,0,Samsung,LED,50,4K,Open Box,July
"TCL 85"" 4K UHD HDR LED Roku Smart TV (85S455-CA) - 2022",0,"$1,999.99",15.5,TCL,LED,85,4K,New,July
"Open Box - Samsung 65"" 4K UHD HDR QLED Smart TV (QN65Q60CAFXZC) - 2023 - Titan Grey",0,$879.99,$210,Samsung,LED,65,4K,Open Box,July
"Refurbished (Good) - SAMSUNG 55"" CLASS TU700D-SERIES CRYSTAL ULTRA HD 4K SMART TV ( UN55TU700D / UN55TU7000 )",0,$469.99,15.5,Samsung,HD,55,4K,Refurbished,July
"Sony BRAVIA 65"" 4K UHD HDR OLED Android Smart TV (XBR65A8H)",2505,"$2,298.97",$500,Sony,OLED,65,4K,New,July
"Samsung 85"" 4K UHD QLED Tizen OS Smart TV (QN85QN85CAFXZC) - 2023 - Titan Black",65,"$4,499.99",0,Samsung,LED,85,4K,New,July
"Samsung 50"" 4K UHD HDR QLED Tizen Smart TV (QN50Q60BAFXZC) - Titan Grey - Open Box",1,$639.99,$600,Samsung,LED,50,4K,Open Box,July
"LG C3 OLED evo 65-Inch 4K Smart TV - AI-Powered, Alexa Built-in, Gaming, 120Hz Refresh, FreeSync, G-sync, VRR, WebOS, Slim Design, 65"" Television - Open Box - 10/10 Condition",0,"$2,699.99",$500,LG,OLED,65,4K,New,July
"Samsung The Sero 43"" 4K UHD HDR QLED Tizen Smart TV (QN43LS05BAFXZC) - 2022 - Navy Blue",2,"$1,399.99",$998,Samsung,LED,43,4K,New,July
"Open Box - Samsung The Frame 65"" 4K UHD HDR QLED Tizen Smart TV (QN65LS03BAFXZC) - 2022 - Charcoal Black",0,"$1,999.99",0,Samsung,LED,65,4K,Open Box,July
"TCL 6-Series 75"" 8K UHD HDR QLED Roku OS Smart TV (75R648-CA) - 2021",21,"$2,799.99",0,TCL,LED,75,8K,New,July
"Sony X80K 50"" 4K UHD HDR LED Smart Google TV (KD50X80K) - 2022 - Open Box",2,$663.99,0,Sony,LED,50,4K,Open Box,July
"Philips 65"" 4K UHD HDR QLED Roku Smart TV (65PUL7973/F6) - 2023",0,$849.99,12.2,Philips,LED,65,4K,New,July
"Open Box - Insignia 42"" 1080p LED Smart TV (NS-42F201CA23) - Fire TV Edition - 2022",0,$229.99,0,Insignia,LED,42,1080p,Open Box,\
"LG OLED Evo C2 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Cloud Gaming, (OLED65C2, 2022) + Wall Mount",0,"$3,299.99",15.5,LG,OLED,65,4K,New,July
"Open Box - Samsung 75"" 4K UHD HDR LED Tizen Smart TV (UN75TU690TFXZC) - 2022",1,"$1,119.99",$100,Samsung,LED,75,4K,Open Box,July
"Amazon Fire TV Omni 75"" 4K UHD HDR LED Smart TV (B08T6DX84M) - 2021",1,"$1,099.99",$48,Amazon fire TV,LED,75,4K,New,July
"Sony X85K 50"" 4K UHD HDR LED Smart Google TV (KD50X85K) - 2022 - Open Box",1,$759.99,$450,Sony,LED,50,4K,Open Box,July
"LG 65"" Class 4K UHD 2160P webOS Smart TV (65UQ7070ZUE) - REFURBISHED",0,$499.99,0,LG,NA,65,4K,Refurbished,July
"Open Box - TCL 65"" Q-Class 4K UHD HDR QLED Smart Google TV (65Q650G-CA) - 2023",0,$559.99,$300,TCL,LED,65,4K,Open Box,July
"Refurbished (Good) - VIZIO 43"" Class V-Series 4K UHD LED SmartCast Smart TV HDR (V435-J)",0,$249.99,15.5,VIZIO,LED,43,4K,Refurbished,July
"Samsung 85"" 8K UHD QLED Tizen Smart TV (QN85QN900BFXZC) - Stainless Steel",38,"$8,499.95",15.5,Samsung,LED,85,8K,New,July
"LG 75"" 4K UHD HDR QNED webOS Smart TV (75QNED80URA) - 2023 - Ashed Blue",24,"$2,299.99",0,LG,QNED,75,4K,New,July
"Amazon Fire TV Omni 43"" 4K UHD HDR LED Smart TV (B08T6LD72Q) - 2021",5,$509.99,$500,Amazon fire TV,LED,43,4K,New,July
"Samsung 77"" 4K UHD HDR OLED Tizen Smart TV (QN77S92CAFXZC) - 2023 - Titan Black",0,"$4,399.99",15.5,Samsung,OLED,77,4K,New,July
"Sony BRAVIA XR Z9K 85"" 8K UHD HDR Mini-LED Smart Google TV (XR85Z9K) - 2022",12,"$10,999.99",15.5,Sony,LED,85,8K,New,July
"LG 65"" 4K UHD HDR LED webOS Smart TV (65UQ7590PUB) - 2022 - Dark Iron Grey - Open Box",0,$679.99,15.5,LG,LED,65,4K,Open Box,July
"Samsung 65"" 4K UHD HDR OLED Tizen Smart TV (QN65S92CAFXZC) - 2023 - Titan Black",0,"$3,399.99",15.5,Samsung,OLED,65,4K,New,July
"Open Box - Sony BRAVIA XR 65"" 4K UHD HDR OLED Google Smart TV (XR65A90J) - 2021",3,"$2,879.99",$200,Sony,OLED,65,4K,Open Box,July
"LG 43"" Class 4K UHD 2160P webOS Smart TV (43UQ7070ZUD) - REFURBISHED",0,$299.99,15.5,LG,NA,43,4K,Refurbished,July
"LG 86"" 4K UHD HDR QNED webOS Smart TV (86QNED85UQA) - 2022 - Dark Titan Silver/Ashed Blue",2,"$5,299.99",15.5,LG,QNED,86,4K,New,July
"Sony X85K 55"" 4K UHD HDR LED Smart Google TV (KD55X85K) - 2022 - Open Box",1,$879.99,15.5,Sony,LED,55,4K,New,July
"Samsung 65"" 4K UHD HDR Mini-LED Tizen OS Smart TV (QN65QN90AAFXZC) - 2021 - Titan Black",2256,"$1,999.97",15.5,Samsung,LED,65,4K,New,July
"Sony X85K 65"" 4K UHD HDR LED Smart Google TV (KD65X85K) - 2022 - Open Box",1,$879.99,15.5,Sony,LED,65,4K,Open Box,July
"Samsung The Frame 65"" 4K UHD HDR QLED Tizen OS Smart TV (QN65LS03AAFXZC) - 2021",1762,"$1,999.97",$700,Samsung,LED,65,4K,New,July
"Samsung 85"" 8K UHD HDR Neo QLED Tizen Smart TV (QN85QN800CFXZC) - 2023 - Titan Black",11,"$7,299.99",15.5,Samsung,LED,85,8K,New,July
"Sony 83"" 4K UHD HDR OLED Smart Google TV (XR83A80L) - 2023",0,"$7,399.99",15.5,Sony,OLED,83,4K,New,July
"Open Box - LG NanoCell 75"" 8K UHD HDR LED webOS Smart TV (75NANO95) - 2020",1,"$2,039.99",15.5,LG,LED,75,8K,Open Box,July
"Samsung The Serif 55"" 4K UHD HDR QLED Tizen Smart TV (QN55LS01BAFXZC) - 2022 - Cloud White",49,"$1,699.99",15.5,Samsung,LED,55,4K,New,July
"Open Box - Samsung 85"" 4K UHD HDR LED Tizen Smart TV (UN85CU8000FXZC) - 2023",0,"$1,599.99",$450,Samsung,LED,85,4K,Open Box,July
"Refurbished (Good) - ONN. 70""Â Class 4K UHD (2160P) LED Roku Smart TV HDR (100012588)",0,$449.99,$60,onn,LED,70,4K,Refurbished,July
"Samsung 43"" TU7000 (2020) 4K Crystal UHD HDR Smart TV (UN43TU7000)",46753,$379.99,$202,Samsung,NA,43,4K,New,July
"Samsung 55"" 4K UHD QLED Tizen OS Smart TV (QN55QN85CAFXZC) - 2023 - Titan Black",50,"$1,697.98",$520,Samsung,LED,55,4K,New,July
"Open Box - Samsung 55"" 4K UHD OLED Tizen Smart TV (QN55S95BAFXZC) *LOCAL TORONTO DELIVERY ONLY*",3,"$1,279.99",0,Samsung,OLED,55,4K,Open Box,July
